comment,cleaned_comment
"jika kalian menemukan cewek berhijab tapi susunya ditunjukin, jauhi dia demi kebaikanmu mereka memakai hijab bukan untuk menutup aurat tetapi mancing cowok buat ngelakuin hal hal sexual yang berujung petaka seperti perampasan harta atau dipermainkan, seperti bunga lily yang terlihat indah diluar tetapi mematikan didalam 

mereka pikir dengan memakai hijab akan meningkatkan gairah para lelaki yang emang banyak lelaki menyukai cewek berhijab karena terlihat alim, mereka itu layaknya cewek cewek hanya kipas yang kalau diterangin malah tersinggung menjual tubuh demi uang giliran direkomendasiin jadi pelacur gak mau padahal sama sama jual tubuh",jika kalian temu cewek hijab tapi susu ditunjukin jauh dia demi baik mereka pakai hijab bukan untuk tutup aurat tetapi mancing cowok buat ngelakuin hal hal sexual yang ujung petaka seperti ampas harta atau main seperti bunga lily yang lihat indah luar tetapi mati dalam mereka pikir dengan pakai hijab akan tingkat gairah para lelaki yang emang banyak lelaki suka cewek hijab karena lihat alim mereka itu layak cewek cewek hanya kipas yang kalau angin malah singgung jual tubuh demi uang gilir direkomendasiin jadi lacur gak mau padahal sama sama jual tubuh
"semenjak kemunculan ""putra-mj 42 web"" banyak orang modal maling shitpost meme orang di timpa WIM & dimonetisasi lewat cara cara maling , btw . 

















wong saya suka KOK",semenjak muncul putramj web banyak orang modal maling shitpost meme orang timpa wim dimonetisasi lewat cara cara maling btw wong saya suka kok
"Bener banget bang. Setuju, zaman sekarang karena banyak yang ngelakuin yang membuat hal itu di normalisasikan",banget bang zaman sekarang karena banyak yang ngelakuin yang buat hal itu normalisasi
sehat2 bang,sehat bang
"sebentar, gimana dong fenomena only fans? mereka dapat uang dari sana bang",sebentar gimana dong fenomena only fans mereka dapat uang dari sana bang
gillAx no opener,gillax opener
ku kira cuman bahas tentang media sosial. ternyata sampe ke biologi dong. beliau ini pintar untuk mengedukasi ,kira cuman bahas tentang media sosial nyata sampe biologi dong beliau ini pintar untuk edukasi
"The best Content, Seharusnya konten ini yang muncul dan ditonton jutaan orang.... Kadang Juga mikir kenapa yah orang mau memamerkan body-nya atau kebodohannya... Kayak Pelacur dan Juga Badut...",best konten ini yang muncul dan tonton juta orang mikir kenapa yah orang mau pamer bodynya atau bodoh dan
udh gila jir,udh gila jir
Insya Allah amal jariyah menantimu bang,amal jariyah nanti bang
dope as shi🔥🔥💥,dope shi
"Moga bnyak yg mulai tersadarkan, stelah nonton video abang ni",bnyak mulai sadar stelah nonton video abang
wasma'u waatho'na,wasmau waathona
"4:03 intinya cewe yang joget pake celana ketat baju ketat kelihatan tete itu cewe murahan gak ada harga dirinya.
lebih mahal cabe di pasar",inti cewe yang joget pake celana ketat baju ketat lihat tete itu cewe murah gak harga diri lebih mahal cabe pasar
sependapat bang,dapat bang
"bentar, itu orang tolol mana yg nyelupin eskrim ke selokan trs di makan lagi",bentar itu orang tolol mana nyelupin eskrim selokan trs makan lagi
6:05 bikin gak enak makan bro😢😢😢,bikin gak enak makan bro
Udah di like bang,like bang
ini akun kedua dari suara kah?,ini akun dua dari suara kah
semakin cepat orang terkenal semakin cepat orang akan meredup karirnya,makin cepat orang kenal makin cepat orang akan redup karirnya
"KEREN BET GELO NIH YOUTUBER, MENYALA ABANGKU!!!",keren bet gelo nih youtuber nyala abang
"Saya sudah 2 tahun lebih berhenti Ngonten, karna konten saya konten edukasi",sudah tahun lebih henti karna konten saya konten edukasi
berasa baca makalah tapi dalam bentuk video,asa baca makalah tapi dalam bentuk video
bener banget :,bener banget
"Di aplikasi L kuning, campaignnya seputar pasutri. Sayangnya para IRT malah berlomba-lomba bongkar aib. Tapi yang berusaha kasih konten yang bervalue, lebih mendapatkan atensi dari tim sana buat dinaikkan viewnya. Karena jelas niche-nya apa.",aplikasi kuning campaignnya putar pasutri para irt malah berlombalomba bongkar aib yang usaha kasih konten yang bervalue lebih dapat atensi dari tim sana buat naik viewnya jelas nichenya apa
Harga diri = jumlah viewer,diri jumlah viewer
misalnya countryball kayak gua gimana bg?🗿,misal countryball kayak gua gimana
"Edukatif idenya banyak, ngembangin konten yang sudah ada. Pelan sih tapi penonton akan selalu ada.",ide banyak ngembangin konten yang sudah sih tapi tonton akan selalu
Salam daripada Malaysia..  setuju dengan apa yang kamu cakap.,daripada tuju dengan apa yang kamu cakap
Tp gw heran tmn gw main konten erotis tp dia duitnya jdi banyak 😢,heran tmn main konten erotis dia duit jdi banyak
Neuron active wkwkwk,active wkwkwk
"dan yang lebih kocak adalah., para pembuat konten vulgar / eroits ketika dapet DM dari viewers nya yang isi pesannya tidak senonoh, si pembuat konten malah marah"" dan merasa dilec*hkan wkwk 😅 aneh beut",dan yang lebih kocak adalah para buat konten vulgar eroits ketika dapet dari viewers nya yang isi pesan tidak senonoh buat konten malah marah dan rasa dilechkan wkwk aneh beut
"Tbh.. gw baru sehari nonton fyp TikTok udh bosen.. konten2nya banyakan cwwe nari2 gaje.. no value. Ga kyk di ig.. promo restoran, resep makanan, pokoknya bervalue smuaa",baru hari nonton fyp tiktok udh bosen konten banyak cwwe nari gaje value kyk promo restoran resep makan pokok bervalue smuaa
"Bahas banyaknya kasus pembunuhan,kdrt bang. Apakah ini krn penegak hukum di negeri kurang tegas?",banyak kasus pembunuhankdrt bang ini krn tegak hukum negeri kurang tegas
"Gokil sangat2 edukatif, dizaman banyaknya konten kopong",sangat edukatif zaman banyak konten kopong
Biasanya fakta penting kayak gini pasti sepi,fakta penting kayak gin pasti sepi
"Sungguh rasa malu itu sangat penting dalam kehidupan manusia, karena jika rasa ini sudah hilang, maka rasa takut untuk berbuat dosa pun akan hilang 😔",rasa malu itu sangat penting dalam hidup manusia karena jika rasa ini sudah hilang maka rasa takut untuk buat dosa pun akan hilang
macam era Dajjal tahap awal,macam era tahap awal
"Cukup para wanita2 yang bisa berpenghasilan dari jadi artis konten dewasa.
Cowok gak boleh berpenghasilan dari Konten dewasa.
Cowok cowok harus bekerja keras, menggapai cita-cita dan meraih kesuksesan.
Sedangkan cewek2 gak apa apa banyak yang jadi sebagai pemuas nafsu. Dan juga sebagai istri jika ada cinta.😊
Di jepang juga gitu kok. Disamping para cowok cowok bekerja keras meraih kesuksesan. Cewek cewek nya kebanyakan melacur dan menjadi artis dewasa.",para wanita yang bisa hasil dari jadi artis konten dewasa gak boleh hasil dari dewasa cowok harus kerja keras gapai citacita dan raih sukses cewek gak apa apa banyak yang jadi bagai muas nafsu juga bagai istri jika cinta jepang juga gitu kok para cowok cowok kerja keras raih sukses cewek nya banyak lacur dan jadi artis dewasa
"Tinggal pilih mnding kecanduan obat, miras, sabu,rokok,atau bokep tinggal pilih",pilih mnding candu obat miras saburokokatau bokep tinggal pilih
"karena ga ada bakatnya yg bisa ditonjolkan, akhirnya mereka memilih menonjolkan anunya",karena bakat bisa tonjol akhir mereka pilih tonjol anu
"Keren bro
Tetap mengedukasi ya",bro edukasi
"Semakin banyak wanita yang melacurkan dirinya sendiri kagak peduli apa, siapa, bagaimana penampilannya yang penting cuan.   Lebih baik kita sebagai pria persiapkan diri kita untuk menghadapi kekacauan akhir zaman 🙏🏻.",banyak wanita yang lacur diri sendiri kagak peduli apa siapa bagaimana tampil yang penting cuan baik kita bagai pria siap diri kita untuk hadap kacau akhir zaman
mirisnya adalah di normalisasikan😞,miris adalah normalisasi
"Cewe sekarang kalo pamer emang gak ngotak,ngikutin barat lu cewe? mikir dong kasian ortu kalian, harga diri dimana..pamer gitu nanti di anu cowok nangis. Janganlah begitu kasian kami cowok2 yg gk kuat iman",sekarang kalo pamer emang gak ngotakngikutin barat cewe mikir dong kasi ortu kalian harga diri dimanapamer gitu nanti anu cowok nang begitu kasi kami cowok kuat iman
nicely done bro,nicely done bro
Jangan pernah merendahkan wanita !! Karena wanita bisa merendahkan diri mereka sendiri 😌,pernah rendah wanita wanita bisa rendah diri mereka sendiri
Video abang mewakili banget pikiran aku🔥,abang wakil banget pikir aku
"8:05 
Diriwayatkan dari Abu Hurairah Radhiyallahu anhu, dia berkata, “Rasulullah Shallallahu ‘alaihi wa sallam bersabda:

سَيَأْتِي عَلَـى النَّاسِ سَنَوَاتٌ خَدَّاعَاتٌ… (فَذَكَرَ الْحَدِيْثَ، وَفِيْهِ:)  وَتَشِيْعُ فِيْهَا الْفَاحِشَةُ.

“Akan datang kepada manusia beberapa tahun yang penuh dengan tipuan… (lalu beliau melanjutkan haditsnya, di dalamnya disebutkan:) dan menyebarnya perbuatan keji (zina).’”

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...


menyebarnya perbuatan keji (zina)...


menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...

menyebarnya perbuatan keji (zina)...",dari anhu dia kata alaihi sallam sabda datang kepada manusia beberapa tahun yang penuh dengan tipu lalu beliau lanjut haditsnya dalam sebut dan sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina sebar buat keji zina
"Sederhananya konten kaya gitu bisa dinikmatin oleh siapa aja, sedangkan edukasi beda cerita, karna sejatinya kita adalah mahluk biologis pasti suka kaya gitu tapi gabaik",konten kaya gitu bisa dinikmatin oleh siapa aja sedang edukasi beda cerita karna sejati kita adalah mahluk biologis pasti suka kaya gitu tapi gabaik
sehat-sehat mas,sehatsehat mas
"Gue paling males buka sosmed klo kek ginian muncul random. Bbrp bulan lalu gue buka ig setelah sebulanan ga ada main. Eh tiba2 ada konten seksual, ig loh, biasanya isinya sesuai yg gue cari kek kucing2 atau makanan. Tiba2 ada konten begituan🗿 klo tt lebih parah, lebih bnyak konten joget2 seksoy, konten2 lagibatuk. Udh gue report muncul terus. Udh paling aman YouTube menurut gue. Gue selama ini blm nemu konten seksual yg bikin gue shock kek pas buka ig. Serandom2nya YouTube, konten yg muncul tuh ga yg aneh2.",paling males buka sosmed klo kek ginian muncul random bulan lalu gue buka telah bulan main tiba konten seksual loh biasa isi sesuai gue cari kek kucing atau makan tiba konten begitu klo lebih parah lebih bnyak konten joget seksoy konten lagibatuk gue report muncul terus paling aman youtube turut gue lama ini blm nemu konten seksual bikin gue shock kek pas buka serandomnya youtube konten muncul tuh aneh
Ini komen dari subscriber baru,komen dari subscriber baru
Alhamdullilah gw selama nonton yutub short gak pernah ada konten joget² dan berbau seksual mantap dah yutub short ❤,lama nonton yutub short gak pernah konten joget dan bau seksual mantap dah yutub short
"Just discovered your channel, keep it up, Bro!",discovered your channel keep
TikTok sekarang parah njir banyak video tiktok sekarang yang vulgar ngga kayak dulu awal rilis nya dulu tiktok lebih banyak konten meme sama musik,tiktok sekarang parah njir banyak video tiktok sekarang yang vulgar ngga kayak dulu awal rilis nya dulu tiktok lebih banyak konten meme sama musik
Orang kebanyakan nonton bokep pasti tempramen,banyak nonton bokep pasti tempramen
Gw mau tanya untuk cewek2 yang suka joget2 dengan pakaian yang uwaw mempertontonkan lekuk tubuh SEBENARNYA APA YANG KALIAN PIKIRAN ????????,mau tanya untuk cewek yang suka joget dengan pakai yang uwaw tonton lekuk tubuh benar apa yang kalian pikir
"semarang gampang ada tombol not interested, klik aja kalau nemu konten tidak penting. done kita terbebas",semarang gampang tombol not interested klik aja kalau nemu konten tidak penting done kita bebas
"gw nyebut mereka cewe ga ada value bro.. yg suka cewe ky gt cma pria sangean bukan yg mau jadiin mereka pasangan serius, karna gw pribadi suka sm konten seksual tp klo buat bayangin nikah sm org ky mereka? ahhaha maaf ga dl",nyebut mereka cewe value bro suka cewe cma pria sangean bukan mau jadiin mereka pasang serius karna pribadi suka konten seksual klo buat bayangin nikah org mereka ahhaha maaf
"Jadi...lebih bijak lah dalam menggunakan internet, terutama sosial media
2019 aku stop menggunakan Ig, tiktok, Twitter 
Karna sudah ga sehat lagi rasanya di mental aku, dimana orang² sekitar sudah (sedikit) yg bermoral😅",lebih bijak lah dalam guna internet utama sosial media aku stop guna tiktok sudah sehat lagi rasa mental aku mana orang sekitar sudah sedikit moral
"Mas, terimakasih utk pemaparan yg tajam dan ""keras"" nya. Wow. Suka dan sepakat dengan statement: ""orang yang telah menurunkan harga dirinya demi atensi orang lain, maka secara tidak langsung mereka menukar harga dirinya dengan engagement social media, yang bisa diukur dengan angka."" Harga diri seharusnya priceless, tidak bisa diukur dengan angka. Betapa prihatin nya dengan situasi industri hiburan dan teknologi sekarang ini! Betapa harus kerja kerasnya setiap orang tua untuk memastikan anak-anak mereka tidak terjebak ke dalam jebakan ini! Maju terus mas! tetap konsisten dgn nilai-nilai baik yg dibagikan.",terimakasih utk papar tajam dan keras nya dan sepakat dengan statement orang yang telah turun harga diri demi atensi orang lain maka cara tidak langsung mereka tukar harga diri dengan engagement social media yang bisa ukur dengan angka diri harus priceless tidak bisa ukur dengan angka prihatin nya dengan situasi industri hibur dan teknologi sekarang ini harus kerja keras tiap orang tua untuk pasti anakanak mereka tidak jebak dalam jebak ini terus mas tetap konsisten dgn nilainilai baik bagi
nemu lagi satu channel bagus,nemu lagi satu channel bagus
"Iyah memang begitu nggk da guna nonton  konten sensual, erotis, tinggalkan",memang begitu nggk guna nonton konten sensual erotis tinggal
Dari sini aja udah terbukti bener kalau wanita itu penghuni neraka terbanyak.,sini aja udah bukti bener kalau wanita itu huni neraka banyak
Gila sih semua unek-unek yang ada dalam diri gua dapat tersampaikan lewat semua video yang lu upload min. Gua merasa seperti ada kepuasan batin setelah nonton semua konten lu.,sih semua unekunek yang dalam diri gua dapat sampai lewat semua video yang upload min rasa seperti puas batin telah nonton semua konten
